snapshot_date,product_id,stock_units,reorder_point
2025-09-24,200163,65,177
2025-09-24,200242,228,53
2025-09-24,200022,42,167
2025-09-24,200023,163,125
2025-09-24,200190,112,156
2025-09-24,200226,198,32
2025-09-24,200208,151,44
2025-09-24,200171,244,99
2025-09-24,200156,213,120
2025-09-24,200194,174,39
2025-09-24,200107,20,116
2025-09-24,200130,89,50
2025-09-24,200113,200,108
2025-09-24,200038,93,57
2025-09-24,200137,239,45
2025-09-24,200006,56,74
2025-09-24,200004,7,46
2025-09-24,200075,205,38
2025-09-24,200151,90,168
2025-09-24,200204,122,58
2025-09-24,200072,72,154
2025-09-24,200153,239,171
2025-09-24,200025,115,60
2025-09-24,200179,97,55
2025-09-24,200164,189,73
2025-09-24,200046,0,31
2025-09-24,200047,202,101
2025-09-24,200063,181,95
2025-09-24,200187,11,122
2025-09-24,200079,171,109
2025-09-24,200100,242,133
2025-09-24,200183,108,135
2025-09-24,200132,244,47
2025-09-24,200210,57,75
2025-09-24,200026,34,100
2025-09-24,200034,177,71
2025-09-24,200118,181,172
2025-09-24,200211,16,125
2025-09-24,200220,121,94
2025-09-24,200036,123,67
2025-09-24,200222,80,70
2025-09-24,200033,24,93
2025-09-24,200040,213,150
2025-09-24,200206,104,56
2025-09-24,200186,236,114
2025-09-24,200081,223,77
2025-10-01,200186,49,24
2025-10-01,200035,235,150
2025-10-01,200185,74,102
2025-10-01,200068,188,42
2025-10-01,200091,243,48
2025-10-01,200207,70,140
2025-10-01,200239,212,94
2025-10-01,200084,160,136
2025-10-01,200141,128,67
2025-10-01,200070,196,145
2025-10-01,200221,196,26
2025-10-01,200132,245,67
2025-10-01,200193,81,149
2025-10-01,200158,211,70
2025-10-01,200087,86,135
2025-10-01,200154,12,116
2025-10-01,200228,124,99
2025-10-01,200155,55,23
2025-10-01,200242,72,28
2025-10-01,200123,239,168
2025-10-01,200079,30,27
2025-10-01,200088,122,125
2025-10-01,200031,104,24
2025-10-01,200243,120,128
2025-10-01,200140,203,63
2025-10-01,200150,97,72
2025-10-01,200234,29,90
2025-10-01,200106,203,149
2025-10-01,200176,22,108
2025-10-01,200121,158,85
2025-10-01,200225,230,127
2025-10-01,200096,24,131
2025-10-01,200220,211,146
2025-10-01,200063,181,22
2025-10-01,200041,119,88
2025-10-01,200211,96,179
2025-10-01,200138,98,70
2025-10-01,200175,95,129
2025-10-01,200147,36,111
2025-10-01,200236,128,76
2025-10-01,200002,227,169
2025-10-01,200112,6,156
2025-10-01,200183,85,87
2025-10-01,200227,30,55
2025-10-01,200051,121,74
2025-10-01,200200,18,23
2025-10-01,200083,126,122
2025-10-01,200005,150,166
2025-10-01,200071,181,106
2025-10-01,200078,204,31
2025-10-01,200118,10,34
2025-10-01,200108,23,91
2025-10-01,200130,244,179
2025-10-01,200054,133,120
2025-10-01,200153,126,128
2025-10-01,200018,67,93
2025-10-01,200074,134,32
2025-10-01,200160,187,33
2025-10-01,200043,3,40
2025-10-01,200206,237,92
2025-10-01,200139,37,29
2025-10-01,200133,42,164
2025-10-01,200208,17,36
2025-10-01,200235,68,131
2025-10-01,200241,126,111
2025-10-01,200019,68,90
2025-10-01,200115,30,147
2025-10-01,200066,111,167
2025-10-01,200161,218,26
2025-10-01,200092,200,39
2025-10-01,200214,43,124
2025-10-01,200231,5,20
2025-10-01,200230,135,132
2025-10-01,200116,201,124
2025-10-01,200165,30,53
2025-10-01,200090,97,26
2025-10-01,200209,124,152
2025-10-01,200081,111,24
2025-10-01,200023,216,61
2025-10-01,200024,91,57
2025-10-01,200157,213,93
2025-10-01,200199,56,126
2025-10-01,200126,147,129
2025-10-01,200029,29,28
2025-10-01,200216,114,31
2025-10-01,200021,38,108
2025-10-01,200142,99,119
2025-10-01,200198,115,23
2025-10-01,200244,148,139
2025-10-01,200196,103,62
2025-10-01,200245,49,48
2025-10-01,200119,146,37
2025-10-01,200219,223,167
2025-10-01,200182,137,151
2025-10-01,200113,218,46
2025-10-01,200203,151,139
2025-10-01,200077,182,50
2025-10-01,200100,58,24
2025-10-01,200044,156,66
2025-10-01,200172,184,143
2025-10-08,200230,181,25
2025-10-08,200207,70,132
2025-10-08,200213,218,119
2025-10-08,200127,103,99
2025-10-08,200080,243,157
2025-10-08,200188,73,87
2025-10-08,200146,163,45
2025-10-08,200037,82,124
2025-10-08,200163,192,64
2025-10-08,200238,21,122
2025-10-08,200089,22,89
2025-10-08,200002,122,41
2025-10-08,200153,129,130
2025-10-08,200214,227,156
2025-10-08,200075,145,78
2025-10-08,200174,30,23
2025-10-08,200132,249,159
2025-10-08,200198,82,73
2025-10-08,200051,233,35
2025-10-08,200236,145,99
2025-10-08,200178,52,119
2025-10-08,200157,226,86
2025-10-08,200231,142,27
2025-10-08,200099,229,29
2025-10-08,200125,24,162
2025-10-08,200241,72,64
2025-10-08,200185,17,93
2025-10-08,200159,229,84
2025-10-08,200033,166,97
2025-10-08,200133,236,168
2025-10-08,200112,182,107
2025-10-08,200183,207,64
2025-10-08,200090,205,149
2025-10-08,200060,183,156
2025-10-08,200114,103,80
2025-10-08,200032,213,90
2025-10-08,200150,246,60
2025-10-08,200106,27,159
2025-10-08,200024,68,31
2025-10-08,200091,55,94
2025-10-08,200092,182,100
2025-10-08,200065,81,150
2025-10-08,200098,150,88
2025-10-08,200137,226,74
2025-10-08,200242,207,23
2025-10-08,200135,224,99
2025-10-08,200093,168,153
2025-10-08,200043,188,126
2025-10-08,200209,15,84
2025-10-08,200229,194,68
2025-10-08,200173,10,140
2025-10-08,200179,135,42
2025-10-08,200195,65,100
2025-10-08,200054,220,33
2025-10-08,200077,227,122
2025-10-08,200027,221,164
2025-10-08,200154,92,151
2025-10-08,200057,174,178
2025-10-08,200116,0,137
2025-10-08,200165,100,48
2025-10-08,200035,40,39
2025-10-08,200040,201,160
2025-10-08,200042,46,131
2025-10-08,200194,26,41
2025-10-08,200115,147,173
2025-10-08,200026,18,25
2025-10-08,200025,3,97
2025-10-08,200160,153,66
2025-10-08,200237,24,79
2025-10-08,200164,119,89
2025-10-08,200021,18,151
2025-10-08,200222,224,100
2025-10-08,200118,126,22
2025-10-08,200030,228,76
2025-10-08,200192,247,77
2025-10-08,200147,106,135
2025-10-08,200176,186,102
2025-10-08,200140,175,30
2025-10-08,200111,204,170
2025-10-08,200180,81,156
2025-10-08,200038,229,138
2025-10-08,200151,95,64
2025-10-08,200166,55,92
2025-10-08,200006,233,121
2025-10-08,200095,200,21
2025-10-08,200097,181,130
2025-10-08,200072,20,44
2025-10-08,200019,134,82
2025-10-08,200181,247,124
2025-10-08,200184,175,153
2025-10-08,200036,24,92
2025-10-08,200247,43,111
2025-10-08,200122,91,82
2025-10-08,200191,173,94
2025-10-08,200039,212,58
2025-10-08,200216,59,179
2025-10-08,200138,58,104
2025-10-08,200149,80,59
2025-10-08,200028,28,122
2025-10-08,200009,128,156
2025-10-15,200065,231,110
2025-10-15,200122,80,87
2025-10-15,200205,30,109
2025-10-15,200055,64,123
2025-10-15,200124,79,27
2025-10-15,200089,217,43
2025-10-15,200075,207,156
2025-10-15,200068,48,63
2025-10-15,200137,28,157
2025-10-15,200062,175,172
2025-10-15,200166,112,87
2025-10-15,200093,14,63
2025-10-15,200145,21,35
2025-10-15,200238,53,77
2025-10-15,200120,29,79
2025-10-15,200212,62,42
2025-10-15,200050,93,77
2025-10-15,200184,208,38
2025-10-15,200012,17,67
2025-10-15,200010,162,34
2025-10-15,200027,228,38
2025-10-15,200168,220,144
2025-10-15,200048,128,45
2025-10-15,200044,94,69
2025-10-15,200087,203,120
2025-10-15,200161,195,161
2025-10-15,200020,72,93
2025-10-15,200046,90,73
2025-10-15,200131,150,71
2025-10-15,200215,227,112
2025-10-15,200153,24,162
2025-10-15,200187,174,149
2025-10-15,200234,171,91
2025-10-15,200021,244,107
2025-10-15,200135,88,89
2025-10-15,200112,143,103
2025-10-15,200052,28,24
2025-10-15,200189,70,77
2025-10-15,200005,244,173
2025-10-15,200170,30,116
2025-10-15,200169,160,51
2025-10-15,200066,154,153
2025-10-15,200024,245,67
2025-10-15,200179,140,37
2025-10-15,200060,222,121
2025-10-15,200181,109,83
2025-10-15,200182,66,137
2025-10-15,200019,163,44
2025-10-15,200117,55,37
2025-10-15,200223,202,65
2025-10-15,200061,126,97
2025-10-15,200115,104,129
2025-10-15,200219,39,105
2025-10-15,200191,45,32
2025-10-15,200158,89,112
2025-10-15,200071,41,96
2025-10-15,200097,129,129
2025-10-15,200216,90,145
2025-10-15,200076,218,55
2025-10-15,200221,106,70
2025-10-15,200004,244,99
2025-10-15,200138,165,59
2025-10-15,200202,185,92
2025-10-15,200147,3,47
2025-10-15,200236,176,49
2025-10-15,200132,125,166
2025-10-15,200113,6,118
2025-10-15,200006,96,93
2025-10-15,200245,189,98
2025-10-15,200111,210,130
2025-10-15,200030,68,96
2025-10-15,200051,61,144
2025-10-15,200150,69,105
2025-10-15,200043,100,136
2025-10-15,200200,170,111
2025-10-15,200099,186,115
2025-10-15,200241,58,153
2025-10-15,200165,164,155
2025-10-15,200058,120,23
2025-10-15,200154,27,56
2025-10-15,200069,2,73
2025-10-15,200140,151,75
2025-10-15,200084,132,92
2025-10-15,200130,21,143
2025-10-15,200070,46,146
2025-10-15,200164,174,40
2025-10-15,200235,44,43
2025-10-15,200080,226,128
2025-10-15,200074,213,90
2025-10-15,200108,79,165
2025-10-15,200037,219,120
2025-10-15,200121,119,157
2025-10-15,200095,197,50
2025-10-15,200079,222,148
2025-10-15,200229,122,140
2025-10-15,200040,199,57
2025-10-15,200047,27,42
2025-10-15,200057,74,154
2025-10-15,200152,122,131
2025-10-15,200176,194,134
2025-10-22,200026,21,85
2025-10-22,200218,126,148
2025-10-22,200210,21,83
2025-10-22,200034,118,77
2025-10-22,200093,160,98
2025-10-22,200011,123,102
2025-10-22,200071,232,70
2025-10-22,200185,206,64
2025-10-22,200073,79,98
2025-10-22,200194,146,139
2025-10-22,200125,52,24
2025-10-22,200111,45,57
2025-10-22,200074,205,86
2025-10-22,200069,16,138
2025-10-22,200002,36,159
2025-10-22,200018,152,165
2025-10-22,200209,59,41
2025-10-22,200077,105,65
2025-10-22,200040,38,33
2025-10-22,200131,165,103
2025-10-22,200168,157,68
2025-10-22,200056,192,64
2025-10-22,200227,216,77
2025-10-22,200212,186,165
2025-10-22,200107,51,116
2025-10-22,200217,69,145
2025-10-22,200020,8,150
2025-10-22,200044,141,173
2025-10-22,200045,62,57
2025-10-22,200201,57,123
2025-10-22,200145,201,37
2025-10-22,200116,51,60
2025-10-22,200139,59,20
2025-10-22,200083,83,53
2025-10-22,200113,80,154
2025-10-22,200157,131,62
2025-10-22,200179,148,151
2025-10-22,200235,241,67
2025-10-22,200206,196,50
2025-10-22,200192,35,106
2025-10-22,200170,99,164
2025-10-22,200204,183,73
2025-10-22,200128,187,87
2025-10-22,200229,186,66
2025-10-22,200191,28,81
2025-10-22,200101,90,132
2025-10-22,200004,22,77
2025-10-22,200142,233,94
2025-10-22,200043,158,161
2025-10-22,200075,160,163
2025-10-22,200234,197,86
2025-10-22,200163,21,22
2025-10-22,200102,53,68
2025-10-22,200049,109,77
2025-10-22,200239,127,126
2025-10-22,200048,133,135
2025-10-22,200095,164,87
2025-10-22,200174,221,101
2025-10-22,200081,193,87
2025-10-22,200243,191,178
2025-10-22,200025,243,152
2025-10-22,200187,97,118
2025-10-22,200053,127,48
2025-10-22,200245,53,162
2025-10-22,200186,77,91
2025-10-22,200214,147,116
2025-10-22,200092,176,178
2025-10-22,200244,113,177
2025-10-22,200133,149,130
2025-10-22,200123,244,52
2025-10-22,200033,228,103
2025-10-22,200180,18,171
2025-10-22,200164,241,43
2025-10-22,200166,131,85
2025-10-22,200119,35,74
2025-10-22,200211,209,153
2025-10-22,200086,144,115
2025-10-22,200096,3,161
2025-10-22,200037,0,60
2025-10-22,200148,51,89
2025-10-22,200108,72,130
2025-10-22,200190,211,36
2025-10-22,200138,25,74
2025-10-22,200189,243,83
2025-10-22,200199,249,41
2025-10-22,200213,85,122
2025-10-22,200126,53,109
2025-10-22,200232,45,158
2025-10-22,200079,242,79
2025-10-22,200215,19,111
2025-10-22,200231,148,162
2025-10-22,200099,217,88
2025-10-22,200016,100,34
2025-10-22,200182,77,85
2025-10-22,200109,135,178
2025-10-22,200103,54,34
2025-10-22,200135,215,51
2025-10-22,200041,52,72
2025-10-22,200009,163,44
2025-10-22,200150,166,105
2025-10-29,200009,193,163
2025-10-29,200098,91,150
2025-10-29,200215,96,38
2025-10-29,200240,55,94
2025-10-29,200030,146,114
2025-10-29,200046,248,41
2025-10-29,200021,41,170
2025-10-29,200010,86,174
2025-10-29,200105,91,43
2025-10-29,200150,147,37
2025-10-29,200065,96,29
2025-10-29,200107,122,132
2025-10-29,200118,40,57
2025-10-29,200202,149,110
2025-10-29,200225,29,159
2025-10-29,200011,2,134
2025-10-29,200079,10,36
2025-10-29,200174,0,122
2025-10-29,200224,21,86
2025-10-29,200127,153,109
2025-10-29,200035,151,29
2025-10-29,200144,163,106
2025-10-29,200002,231,59
2025-10-29,200101,223,117
2025-10-29,200171,131,98
2025-10-29,200140,221,95
2025-10-29,200087,226,146
2025-10-29,200197,170,88
2025-10-29,200057,150,38
2025-10-29,200109,145,27
2025-10-29,200116,176,120
2025-10-29,200191,212,21
2025-10-29,200088,76,82
2025-10-29,200089,174,34
2025-10-29,200026,11,52
2025-10-29,200070,214,97
2025-10-29,200096,123,176
2025-10-29,200158,200,173
2025-10-29,200218,62,118
2025-10-29,200184,216,44
2025-10-29,200245,104,42
2025-10-29,200036,239,88
2025-10-29,200200,162,52
2025-10-29,200086,188,138
2025-10-29,200055,150,75
2025-10-29,200187,199,43
2025-10-29,200168,163,115
2025-10-29,200206,154,178
2025-10-29,200148,159,175
2025-10-29,200037,21,23
2025-10-29,200143,185,164
2025-10-29,200049,132,167
2025-10-29,200039,121,33
2025-10-29,200076,115,71
2025-10-29,200048,245,29
2025-10-29,200181,136,177
2025-10-29,200020,36,129
2025-10-29,200237,248,120
2025-10-29,200033,2,61
2025-10-29,200203,109,139
2025-10-29,200051,105,165
2025-10-29,200085,122,44
2025-10-29,200137,159,30
2025-10-29,200103,234,129
2025-10-29,200228,92,124
2025-10-29,200092,56,166
2025-10-29,200186,161,120
2025-10-29,200113,10,92
2025-10-29,200185,75,79
2025-10-29,200114,120,103
2025-10-29,200008,83,80
2025-10-29,200034,106,36
2025-10-29,200222,142,160
2025-10-29,200022,126,86
2025-10-29,200208,123,93
2025-10-29,200209,208,110
2025-10-29,200242,155,36
2025-10-29,200080,143,161
2025-10-29,200198,7,140
2025-10-29,200029,28,111
2025-10-29,200161,99,59
2025-10-29,200064,40,111
2025-10-29,200094,249,135
2025-10-29,200207,90,22
2025-10-29,200077,161,174
2025-10-29,200170,146,163
2025-10-29,200188,164,172
2025-10-29,200120,63,68
2025-10-29,200239,125,47
2025-10-29,200205,188,124
2025-10-29,200173,38,97
2025-10-29,200233,200,81
2025-10-29,200167,26,83
2025-10-29,200095,53,109
2025-10-29,200124,161,116
2025-10-29,200142,14,27
2025-10-29,200112,175,107
2025-10-29,200199,77,25
2025-10-29,200220,179,171
2025-10-29,200121,27,27
2025-11-05,200236,217,114
2025-11-05,200157,186,52
2025-11-05,200205,129,112
2025-11-05,200149,165,160
2025-11-05,200198,204,68
2025-11-05,200008,37,134
2025-11-05,200105,71,171
2025-11-05,200088,33,139
2025-11-05,200182,59,37
2025-11-05,200055,62,128
2025-11-05,200022,30,131
2025-11-05,200215,228,102
2025-11-05,200238,113,144
2025-11-05,200200,76,103
2025-11-05,200204,99,62
2025-11-05,200210,156,46
2025-11-05,200199,156,74
2025-11-05,200080,125,173
2025-11-05,200051,159,96
2025-11-05,200116,146,53
2025-11-05,200195,73,140
2025-11-05,200048,137,169
2025-11-05,200162,100,174
2025-11-05,200179,35,61
2025-11-05,200174,113,37
2025-11-05,200112,3,90
2025-11-05,200085,49,90
2025-11-05,200245,77,164
2025-11-05,200108,125,132
2025-11-05,200029,10,95
2025-11-05,200093,113,53
2025-11-05,200203,99,127
2025-11-05,200079,208,46
2025-11-05,200207,209,55
2025-11-05,200033,148,41
2025-11-05,200126,100,173
2025-11-05,200101,53,58
2025-11-05,200167,200,140
2025-11-05,200067,51,178
2025-11-05,200244,116,165
2025-11-05,200028,0,72
2025-11-05,200192,117,99
2025-11-05,200111,177,165
2025-11-05,200170,57,37
2025-11-05,200233,211,42
2025-11-05,200098,50,118
2025-11-05,200178,214,85
2025-11-05,200038,6,77
2025-11-05,200183,68,98
2025-11-05,200232,224,91
2025-11-05,200243,70,101
2025-11-05,200123,233,78
2025-11-05,200013,185,38
2025-11-05,200247,16,122
2025-11-05,200031,29,70
2025-11-05,200152,247,30
2025-11-05,200208,133,108
2025-11-05,200059,230,178
2025-11-05,200196,123,153
2025-11-05,200071,6,136
2025-11-05,200119,158,177
2025-11-05,200234,155,50
2025-11-05,200160,63,137
2025-11-05,200073,55,70
2025-11-05,200095,54,167
2025-11-05,200176,219,95
2025-11-05,200075,153,71
2025-11-05,200090,154,47
2025-11-05,200219,209,60
2025-11-05,200010,64,83
2025-11-05,200064,180,91
2025-11-05,200193,200,65
2025-11-05,200128,110,89
2025-11-05,200124,82,170
2025-11-05,200166,1,70
2025-11-05,200212,14,111
2025-11-05,200070,203,40
2025-11-05,200094,43,135
2025-11-05,200068,82,98
2025-11-05,200060,46,22
2025-11-05,200190,156,106
2025-11-05,200191,241,41
2025-11-05,200241,186,137
2025-11-05,200222,184,93
2025-11-05,200144,110,143
2025-11-05,200021,210,128
2025-11-05,200009,88,67
2025-11-05,200012,70,139
2025-11-05,200117,234,37
2025-11-05,200118,210,132
2025-11-05,200227,190,50
2025-11-05,200007,145,119
2025-11-05,200161,87,90
2025-11-05,200184,73,164
2025-11-05,200135,225,29
2025-11-05,200181,53,96
2025-11-05,200016,204,128
2025-11-05,200039,192,61
2025-11-05,200172,16,69
2025-11-05,200027,145,61
2025-11-12,200234,148,119
2025-11-12,200048,150,42
2025-11-12,200162,244,30
2025-11-12,200147,70,134
2025-11-12,200228,202,59
2025-11-12,200141,32,60
2025-11-12,200194,146,75
2025-11-12,200164,68,108
2025-11-12,200217,110,164
2025-11-12,200051,16,108
2025-11-12,200207,120,55
2025-11-12,200110,150,53
2025-11-12,200148,119,128
2025-11-12,200039,105,148
2025-11-12,200001,187,64
2025-11-12,200197,2,60
2025-11-12,200160,33,87
2025-11-12,200122,220,93
2025-11-12,200152,214,148
2025-11-12,200117,229,106
2025-11-12,200190,135,147
2025-11-12,200091,152,145
2025-11-12,200094,60,54
2025-11-12,200238,68,43
2025-11-12,200076,157,36
2025-11-12,200019,125,69
2025-11-12,200025,201,37
2025-11-12,200107,55,109
2025-11-12,200195,19,88
2025-11-12,200247,105,110
2025-11-12,200099,46,59
2025-11-12,200198,188,47
2025-11-12,200080,1,159
2025-11-12,200225,147,142
2025-11-12,200092,121,26
2025-11-12,200063,191,128
2025-11-12,200068,85,132
2025-11-12,200058,88,91
2025-11-12,200137,139,107
2025-11-12,200161,200,123
2025-11-12,200082,241,29
2025-11-12,200108,27,178
2025-11-12,200236,11,149
2025-11-12,200196,62,42
2025-11-12,200181,169,177
2025-11-12,200140,69,54
2025-11-12,200127,153,45
2025-11-12,200030,238,74
2025-11-12,200052,144,55
2025-11-12,200145,108,153
2025-11-12,200066,23,71
2025-11-12,200129,171,92
2025-11-12,200151,204,81
2025-11-12,200189,73,161
2025-11-12,200077,155,142
2025-11-12,200006,244,179
2025-11-12,200120,93,134
2025-11-12,200218,54,136
2025-11-12,200047,189,127
2025-11-12,200029,214,115
2025-11-12,200088,225,55
2025-11-12,200135,125,170
2025-11-12,200105,94,99
2025-11-12,200219,8,122
2025-11-12,200020,69,37
2025-11-12,200035,243,23
2025-11-12,200138,70,92
2025-11-12,200119,84,141
2025-11-12,200060,170,150
2025-11-12,200061,63,179
2025-11-12,200028,182,135
2025-11-12,200069,123,108
2025-11-12,200064,50,71
2025-11-12,200169,34,70
2025-11-12,200226,41,167
2025-11-12,200072,1,106
2025-11-12,200021,149,102
2025-11-12,200065,83,71
2025-11-12,200054,61,143
2025-11-12,200007,153,34
2025-11-12,200024,203,141
2025-11-12,200096,246,149
2025-11-12,200041,70,124
2025-11-12,200071,61,176
2025-11-12,200128,182,32
2025-11-12,200203,46,167
2025-11-12,200037,161,155
2025-11-12,200009,52,71
2025-11-12,200177,229,33
2025-11-12,200216,136,61
2025-11-12,200171,80,39
2025-11-12,200237,242,100
2025-11-12,200067,118,38
2025-11-12,200242,27,88
2025-11-12,200090,29,76
2025-11-12,200038,14,82
2025-11-12,200229,12,54
2025-11-12,200180,146,36
2025-11-12,200193,174,126
2025-11-12,200093,217,156
2025-11-19,200002,38,152
2025-11-19,200051,164,167
2025-11-19,200047,210,150
2025-11-19,200065,84,87
2025-11-19,200134,122,68
2025-11-19,200170,79,118
2025-11-19,200070,95,75
2025-11-19,200056,154,151
2025-11-19,200201,4,123
2025-11-19,200156,171,133
2025-11-19,200175,154,84
2025-11-19,200228,98,49
2025-11-19,200028,53,161
2025-11-19,200008,144,65
2025-11-19,200127,44,51
2025-11-19,200001,151,134
2025-11-19,200083,105,62
2025-11-19,200191,58,153
2025-11-19,200022,6,45
2025-11-19,200174,193,163
2025-11-19,200027,123,169
2025-11-19,200244,160,50
2025-11-19,200135,5,164
2025-11-19,200133,138,152
2025-11-19,200046,73,146
2025-11-19,200221,171,114
2025-11-19,200242,114,125
2025-11-19,200131,131,102
2025-11-19,200217,102,30
2025-11-19,200203,219,148
2025-11-19,200218,192,72
2025-11-19,200210,16,100
2025-11-19,200161,100,135
2025-11-19,200092,101,52
2025-11-19,200060,1,40
2025-11-19,200231,217,173
2025-11-19,200038,221,125
2025-11-19,200128,22,57
2025-11-19,200117,195,108
2025-11-19,200018,127,147
2025-11-19,200025,50,91
2025-11-19,200126,105,101
2025-11-19,200198,76,53
2025-11-19,200055,246,73
2025-11-19,200247,141,35
2025-11-19,200030,1,86
2025-11-19,200043,248,112
2025-11-19,200168,156,49
2025-11-19,200087,10,30
2025-11-19,200041,240,161
2025-11-19,200035,78,101
2025-11-19,200091,210,88
2025-11-19,200053,152,29
2025-11-19,200188,195,50
2025-11-19,200005,247,44
2025-11-19,200049,65,33
2025-11-19,200031,108,83
2025-11-19,200132,185,144
2025-11-19,200004,9,20
2025-11-19,200094,219,79
2025-11-19,200019,79,39
2025-11-19,200185,114,95
2025-11-19,200209,121,88
2025-11-19,200130,185,85
2025-11-19,200125,186,41
2025-11-19,200015,245,89
2025-11-19,200026,48,153
2025-11-19,200149,234,82
2025-11-19,200171,192,26
2025-11-19,200208,233,86
2025-11-19,200062,147,99
2025-11-19,200184,214,151
2025-11-19,200110,245,161
2025-11-19,200111,202,114
2025-11-19,200152,209,50
2025-11-19,200202,111,168
2025-11-19,200084,100,168
2025-11-19,200177,175,166
2025-11-19,200235,92,139
2025-11-19,200204,107,103
2025-11-19,200173,129,116
2025-11-19,200006,162,111
2025-11-19,200192,4,34
2025-11-19,200115,149,50
2025-11-19,200232,143,165
2025-11-19,200147,92,139
2025-11-19,200195,248,80
2025-11-19,200160,7,164
2025-11-19,200234,218,91
2025-11-19,200193,43,130
2025-11-19,200151,220,122
2025-11-19,200058,172,63
2025-11-19,200112,60,53
2025-11-19,200119,246,27
2025-11-19,200039,76,148
2025-11-19,200227,133,144
2025-11-19,200089,202,74
2025-11-19,200079,15,166
2025-11-19,200054,106,146
2025-11-19,200182,199,178
2025-11-26,200140,240,110
2025-11-26,200216,168,149
2025-11-26,200186,135,161
2025-11-26,200205,170,84
2025-11-26,200132,247,32
2025-11-26,200112,231,64
2025-11-26,200171,213,61
2025-11-26,200043,66,131
2025-11-26,200128,223,167
2025-11-26,200188,190,131
2025-11-26,200202,28,63
2025-11-26,200183,138,176
2025-11-26,200045,121,113
2025-11-26,200105,169,129
2025-11-26,200107,60,89
2025-11-26,200044,156,54
2025-11-26,200153,96,166
2025-11-26,200027,185,70
2025-11-26,200011,16,23
2025-11-26,200194,69,88
2025-11-26,200167,135,91
2025-11-26,200165,159,28
2025-11-26,200041,111,94
2025-11-26,200052,198,144
2025-11-26,200049,25,136
2025-11-26,200050,29,124
2025-11-26,200101,173,122
2025-11-26,200133,81,60
2025-11-26,200161,96,65
2025-11-26,200016,227,30
2025-11-26,200064,94,137
2025-11-26,200047,143,179
2025-11-26,200179,219,67
2025-11-26,200065,49,108
2025-11-26,200168,152,151
2025-11-26,200240,233,92
2025-11-26,200244,204,70
2025-11-26,200061,106,140
2025-11-26,200218,242,135
2025-11-26,200237,96,156
2025-11-26,200026,76,103
2025-11-26,200063,215,21
2025-11-26,200123,217,101
2025-11-26,200094,176,131
2025-11-26,200012,5,87
2025-11-26,200234,166,103
2025-11-26,200098,160,151
2025-11-26,200181,103,35
2025-11-26,200130,231,54
2025-11-26,200238,249,176
2025-11-26,200148,10,27
2025-11-26,200114,10,149
2025-11-26,200038,175,145
2025-11-26,200215,177,139
2025-11-26,200199,86,172
2025-11-26,200002,116,83
2025-11-26,200113,13,79
2025-11-26,200127,241,98
2025-11-26,200192,195,20
2025-11-26,200021,43,95
2025-11-26,200062,16,22
2025-11-26,200129,174,139
2025-11-26,200242,132,173
2025-11-26,200084,226,177
2025-11-26,200051,63,162
2025-11-26,200117,234,104
2025-11-26,200028,189,102
2025-11-26,200191,209,113
2025-11-26,200170,48,68
2025-11-26,200033,228,81
2025-11-26,200177,119,145
2025-11-26,200074,160,30
2025-11-26,200229,162,165
2025-11-26,200193,45,39
2025-11-26,200079,111,52
2025-11-26,200020,64,175
2025-11-26,200203,126,82
2025-11-26,200172,156,27
2025-11-26,200080,58,171
2025-11-26,200004,162,167
2025-11-26,200156,37,134
2025-11-26,200037,42,53
2025-11-26,200090,137,35
2025-11-26,200115,82,143
2025-11-26,200212,178,169
2025-11-26,200009,136,96
2025-11-26,200086,62,164
2025-11-26,200034,113,60
2025-11-26,200138,140,168
2025-11-26,200178,133,61
2025-11-26,200208,121,144
2025-11-26,200187,148,53
2025-11-26,200175,230,53
2025-11-26,200015,43,60
2025-11-26,200220,184,90
2025-11-26,200152,204,121
2025-11-26,200019,151,38
2025-11-26,200032,122,36
2025-11-26,200166,62,67
2025-11-26,200076,202,155
2025-12-03,200191,205,153
2025-12-03,200234,112,59
2025-12-03,200194,59,38
2025-12-03,200140,131,163
2025-12-03,200035,185,62
2025-12-03,200236,241,20
2025-12-03,200197,189,89
2025-12-03,200060,20,74
2025-12-03,200174,183,103
2025-12-03,200001,119,115
2025-12-03,200119,82,27
2025-12-03,200148,233,64
2025-12-03,200061,28,120
2025-12-03,200146,21,29
2025-12-03,200015,138,65
2025-12-03,200030,23,147
2025-12-03,200209,74,39
2025-12-03,200058,11,61
2025-12-03,200158,221,146
2025-12-03,200143,180,163
2025-12-03,200229,176,25
2025-12-03,200168,90,46
2025-12-03,200207,67,116
2025-12-03,200217,148,84
2025-12-03,200045,118,75
2025-12-03,200048,9,55
2025-12-03,200019,151,167
2025-12-03,200214,162,89
2025-12-03,200238,232,71
2025-12-03,200031,40,25
2025-12-03,200071,220,143
2025-12-03,200204,145,167
2025-12-03,200155,142,176
2025-12-03,200023,83,137
2025-12-03,200024,174,85
2025-12-03,200215,212,108
2025-12-03,200067,49,45
2025-12-03,200218,78,22
2025-12-03,200135,131,27
2025-12-03,200051,55,136
2025-12-03,200089,245,29
2025-12-03,200131,124,102
2025-12-03,200226,43,72
2025-12-03,200104,117,65
2025-12-03,200144,95,61
2025-12-03,200047,186,74
2025-12-03,200178,95,151
2025-12-03,200052,186,37
2025-12-03,200139,94,142
2025-12-03,200014,218,153
2025-12-03,200066,190,98
2025-12-03,200079,244,42
