ticket_id,customer_id,created_at,category,priority,status,resolution_hours
8008387,106693,2025-03-20 07:11:00,payment,high,in_progress,
8008388,105208,2026-01-27 02:15:00,delivery,low,closed,12.6
8008389,104098,2025-10-22 00:58:00,payment,normal,in_progress,
8008390,105331,2025-09-24 21:53:00,delivery,high,resolved,7.8
8008391,109211,2026-01-09 08:06:00,delivery,high,in_progress,
8008392,101154,2025-12-31 01:52:00,delivery,normal,closed,10.7
8008393,101563,2026-04-10 12:15:00,delivery,low,open,
8008394,100430,2025-03-02 22:16:00,delivery,low,resolved,10.4
8008395,100607,2025-01-19 20:59:00,product,low,closed,10.0
8008396,109758,2025-10-19 01:23:00,return,normal,resolved,11.6
8008397,101697,2025-07-09 09:48:00,payment,high,resolved,11.4
8008398,103888,2025-05-22 02:37:00,account,low,closed,6.3
8008399,105124,2025-12-27 10:47:00,payment,low,resolved,9.2
8008400,102583,2025-04-05 02:11:00,delivery,low,closed,6.2
8008401,102795,2025-09-15 05:08:00,payment,low,resolved,8.8
8008402,102580,2025-09-23 16:08:00,product,low,resolved,7.4
8008403,102777,2025-12-27 13:23:00,product,high,closed,2.9
8008404,101837,2025-07-17 12:36:00,product,normal,resolved,7.9
8008405,104472,2025-11-29 00:18:00,return,normal,resolved,2.4
8008406,105624,2025-10-27 07:47:00,return,normal,closed,8.5
8008407,107468,2026-06-10 08:40:00,return,low,closed,41.3
8008408,106295,2025-04-27 00:21:00,return,high,resolved,6.1
8008409,100160,2026-06-03 11:09:00,delivery,normal,closed,6.5
8008410,104733,2025-10-04 17:05:00,payment,low,closed,8.3
8008411,105263,2025-05-08 11:08:00,delivery,low,in_progress,
8008412,105083,2025-06-22 03:33:00,delivery,normal,resolved,3.8
8008413,105753,2026-01-31 12:17:00,account,high,closed,8.5
8008414,103631,2025-05-22 11:43:00,payment,normal,closed,8.9
8008415,101007,2026-04-07 04:50:00,return,high,in_progress,
8008416,109989,2025-08-02 00:44:00,product,low,closed,6.1
8008417,109297,2025-05-09 16:17:00,delivery,normal,resolved,4.0
8008418,103403,2025-02-02 01:47:00,payment,high,in_progress,
8008419,106630,2025-12-02 19:20:00,delivery,normal,in_progress,
8008420,103220,2025-05-09 17:27:00,product,normal,resolved,11.8
8008421,102804,2026-03-28 01:20:00,account,low,resolved,4.0
8008422,103671,2025-01-21 01:27:00,payment,low,resolved,6.3
8008423,107783,2025-06-12 02:34:00,delivery,normal,closed,2.3
8008424,107661,2026-05-09 19:21:00,account,normal,closed,2.5
8008425,104312,2025-12-11 15:12:00,return,high,closed,4.6
8008426,108241,2025-02-05 12:36:00,product,low,resolved,1.9
8008427,102027,2026-05-08 06:25:00,payment,low,closed,6.2
8008428,101573,2025-05-28 06:31:00,account,normal,in_progress,
8008429,105458,2025-06-16 12:36:00,payment,high,closed,34.5
8008430,109395,2026-06-16 13:03:00,return,high,closed,6.6
8008431,104128,2026-05-22 19:22:00,product,high,in_progress,
8008432,105220,2025-06-12 06:59:00,return,high,closed,13.1
8008433,103347,2026-05-31 06:05:00,account,normal,resolved,8.3
8008434,102405,2025-07-02 14:50:00,account,low,resolved,10.1
8008435,108544,2025-12-06 15:10:00,account,normal,resolved,17.4
8008436,103120,2025-02-18 09:40:00,account,normal,resolved,5.9
8008437,102487,2026-02-18 07:33:00,delivery,low,resolved,11.2
8008438,104588,2025-08-30 12:06:00,delivery,low,resolved,6.0
8008439,106080,2026-05-18 07:51:00,account,normal,closed,3.9
8008440,106165,2025-12-09 02:29:00,account,high,resolved,7.7
8008441,100139,2025-11-29 01:44:00,product,high,closed,3.8
8008442,105262,2025-02-13 09:10:00,return,urgent,closed,15.0
8008443,109272,2025-07-23 05:51:00,product,low,resolved,13.0
8008444,108385,2026-06-10 10:17:00,account,normal,resolved,16.2
8008445,102494,2025-12-17 09:14:00,delivery,low,resolved,6.1
8008446,109356,2025-11-12 04:07:00,payment,low,resolved,17.5
8008447,100237,2025-10-04 21:56:00,account,normal,resolved,1.8
8008448,108879,2025-02-22 08:35:00,return,normal,closed,34.3
8008449,102214,2025-02-16 16:09:00,account,high,closed,17.0
8008450,102361,2026-03-29 12:34:00,account,high,closed,23.6
8008451,107799,2025-06-06 11:54:00,account,normal,open,
8008452,107218,2025-01-31 14:04:00,product,normal,closed,44.6
8008453,101341,2025-04-05 08:42:00,delivery,low,closed,12.4
8008454,108704,2026-03-29 10:19:00,product,low,open,
8008455,107968,2026-01-10 08:45:00,product,urgent,resolved,8.4
8008456,104906,2025-02-01 02:22:00,account,normal,closed,57.1
8008457,107316,2026-06-24 13:06:00,delivery,high,in_progress,
8008458,109704,2025-07-09 16:33:00,payment,normal,closed,50.6
8008459,109211,2025-07-30 10:08:00,product,normal,resolved,4.8
8008460,102149,2026-05-04 16:22:00,product,low,resolved,9.6
8008461,105087,2026-03-03 18:40:00,payment,normal,closed,6.2
8008462,108434,2026-04-19 15:40:00,product,normal,resolved,17.8
8008463,105367,2025-07-08 01:10:00,payment,urgent,resolved,9.5
8008464,107094,2025-03-03 22:51:00,account,low,resolved,12.0
8008465,105521,2025-06-01 03:28:00,product,low,resolved,11.3
8008466,107765,2026-06-12 11:44:00,account,low,closed,34.1
8008467,104008,2026-04-17 12:31:00,payment,high,closed,5.0
8008468,104976,2025-01-01 13:23:00,payment,normal,resolved,9.6
8008469,105075,2025-06-30 19:05:00,payment,low,in_progress,
8008470,105301,2026-04-17 12:22:00,return,low,closed,14.5
8008471,109489,2025-11-04 17:06:00,payment,low,resolved,4.3
8008472,104218,2025-05-09 20:28:00,payment,normal,open,
8008473,109369,2025-11-29 19:06:00,return,normal,resolved,5.9
8008474,107963,2025-11-10 09:04:00,account,normal,in_progress,
8008475,108688,2026-02-10 21:30:00,delivery,high,closed,5.9
8008476,107395,2025-05-03 07:25:00,return,low,resolved,4.4
8008477,105774,2025-01-26 07:59:00,payment,high,resolved,8.1
8008478,104004,2025-01-16 12:07:00,product,low,resolved,4.2
8008479,107235,2025-05-22 14:35:00,return,low,closed,6.7
8008480,108016,2025-04-22 22:15:00,account,normal,closed,8.5
8008481,100063,2025-04-01 23:08:00,delivery,low,closed,4.6
8008482,106559,2026-06-22 03:58:00,payment,normal,resolved,5.0
8008483,104256,2026-02-14 14:04:00,account,low,resolved,17.1
8008484,107366,2026-01-02 17:41:00,product,normal,open,
8008485,102361,2026-04-05 14:43:00,delivery,normal,resolved,8.5
8008486,104676,2025-11-30 13:04:00,delivery,low,resolved,29.7
8008487,104984,2026-01-01 18:51:00,delivery,high,closed,32.8
8008488,102027,2026-04-25 17:39:00,account,low,resolved,11.8
8008489,105663,2025-04-07 00:12:00,product,low,resolved,2.5
8008490,101207,2026-03-16 02:50:00,account,normal,resolved,14.6
8008491,105925,2025-08-28 04:27:00,product,low,closed,5.6
8008492,101833,2025-03-25 03:08:00,account,low,closed,13.7
8008493,100425,2026-02-16 14:08:00,payment,normal,resolved,1.9
8008494,102363,2026-05-20 22:03:00,product,low,closed,26.9
8008495,103014,2025-10-26 19:17:00,return,high,resolved,14.8
8008496,101875,2025-03-05 03:15:00,return,normal,in_progress,
8008497,103024,2025-11-08 20:39:00,return,low,resolved,10.5
8008498,104681,2026-04-08 09:46:00,product,high,closed,12.3
8008499,100547,2026-01-10 21:51:00,payment,low,resolved,9.1
8008500,101273,2026-05-10 10:38:00,return,low,resolved,6.4
8008501,100595,2025-05-27 08:54:00,product,normal,closed,12.0
8008502,105164,2026-04-09 03:56:00,delivery,low,in_progress,
8008503,108554,2025-07-23 05:42:00,product,normal,in_progress,
8008504,101206,2026-02-18 13:35:00,delivery,low,closed,17.5
8008505,100988,2026-03-31 19:44:00,product,low,resolved,18.6
8008506,108806,2026-01-15 20:27:00,payment,high,closed,7.5
8008507,103686,2025-01-01 21:21:00,account,normal,open,
8008508,101490,2025-11-03 06:14:00,payment,high,in_progress,
8008509,102572,2026-03-18 06:02:00,return,normal,resolved,3.5
8008510,108681,2026-04-10 02:04:00,payment,high,resolved,9.2
8008511,102278,2025-04-30 01:23:00,payment,normal,open,
8008512,100124,2026-04-03 00:37:00,payment,low,open,
8008513,102815,2025-07-07 08:04:00,account,normal,closed,22.9
8008514,109198,2026-01-01 20:51:00,account,low,resolved,5.6
8008515,107239,2025-10-31 05:15:00,payment,low,resolved,4.6
8008516,100937,2025-05-07 22:31:00,payment,normal,in_progress,
8008517,103420,2026-05-12 22:37:00,return,normal,closed,6.0
8008518,102009,2025-12-25 21:53:00,payment,high,resolved,25.5
8008519,103526,2025-12-15 18:36:00,payment,normal,resolved,16.3
8008520,102266,2026-06-23 03:27:00,delivery,low,resolved,4.9
8008521,108832,2025-08-21 03:44:00,product,high,closed,11.0
8008522,104500,2026-04-25 17:27:00,delivery,normal,closed,4.5
8008523,108409,2026-01-26 10:24:00,delivery,low,resolved,7.7
8008524,100596,2025-09-20 10:13:00,account,low,in_progress,
8008525,105839,2026-01-31 23:03:00,product,normal,resolved,15.2
8008526,104426,2025-06-04 14:32:00,delivery,normal,resolved,16.7
8008527,107106,2026-06-24 03:21:00,account,low,resolved,24.8
8008528,102517,2025-12-03 20:56:00,product,low,closed,7.8
8008529,109379,2026-01-12 23:06:00,return,normal,resolved,8.4
8008530,107977,2025-02-10 07:20:00,account,normal,closed,16.5
8008531,101050,2026-03-16 22:27:00,product,low,closed,5.0
8008532,102075,2026-06-06 02:22:00,product,urgent,in_progress,
8008533,109969,2026-04-01 01:33:00,return,normal,resolved,9.3
8008534,106562,2025-04-30 08:40:00,payment,low,resolved,2.7
8008535,109305,2025-10-27 21:47:00,account,normal,closed,5.0
8008536,104311,2025-05-28 04:39:00,account,high,closed,10.6
8008537,100168,2025-05-29 11:40:00,return,low,in_progress,
8008538,104155,2025-08-20 13:47:00,product,normal,closed,2.9
8008539,103049,2025-08-21 00:11:00,delivery,low,open,
8008540,104487,2026-01-26 11:56:00,return,normal,closed,5.9
8008541,105494,2025-07-17 07:33:00,return,high,resolved,6.5
8008542,100450,2026-06-30 03:56:00,delivery,normal,closed,7.6
8008543,109763,2025-01-15 18:10:00,return,normal,in_progress,
8008544,105509,2026-01-08 17:19:00,payment,low,in_progress,
8008545,105694,2025-10-06 09:03:00,delivery,low,resolved,6.6
8008546,107253,2026-03-11 05:43:00,account,high,resolved,12.8
8008547,103680,2026-02-07 22:34:00,account,low,closed,9.3
8008548,101504,2026-04-24 05:13:00,delivery,normal,closed,7.5
8008549,104248,2026-03-20 21:29:00,payment,high,resolved,2.1
8008550,107148,2025-07-19 20:48:00,account,normal,closed,11.2
8008551,104419,2025-12-30 01:17:00,product,low,closed,16.4
8008552,105001,2025-11-08 03:46:00,payment,low,resolved,12.3
8008553,108825,2026-05-27 13:17:00,payment,low,resolved,14.2
8008554,102489,2025-11-29 13:34:00,delivery,normal,resolved,12.6
8008555,108864,2025-02-25 15:09:00,account,normal,resolved,13.8
8008556,107838,2025-07-13 22:03:00,payment,normal,open,
8008557,100135,2026-01-31 23:18:00,account,low,in_progress,
8008558,109464,2025-04-22 21:50:00,account,high,closed,8.4
8008559,107505,2025-04-30 02:05:00,payment,normal,in_progress,
8008560,101446,2026-04-25 07:40:00,return,normal,resolved,5.3
8008561,104025,2026-02-18 04:08:00,account,high,closed,13.3
8008562,102758,2025-06-13 12:05:00,account,normal,resolved,7.5
8008563,104882,2025-03-02 21:19:00,delivery,low,in_progress,
8008564,102208,2025-12-23 07:28:00,return,normal,resolved,5.2
8008565,109371,2026-04-13 08:46:00,account,normal,open,
8008566,105110,2026-03-24 01:47:00,payment,normal,closed,15.9
8008567,109579,2025-04-30 13:56:00,account,normal,closed,8.0
8008568,104054,2026-04-08 02:30:00,account,low,closed,6.9
8008569,106394,2026-01-09 08:34:00,payment,low,in_progress,
8008570,101013,2025-02-04 10:00:00,delivery,low,resolved,5.4
8008571,109963,2025-01-10 22:06:00,return,low,open,
8008572,103758,2026-01-11 22:24:00,product,low,resolved,5.7
8008573,109101,2025-06-04 06:03:00,product,high,closed,7.8
8008574,107762,2026-03-21 22:24:00,account,normal,resolved,15.8
8008575,105968,2026-05-20 22:09:00,delivery,normal,closed,21.1
8008576,101369,2025-08-03 19:29:00,product,high,resolved,9.0
8008577,107953,2025-05-09 09:33:00,payment,low,closed,5.9
8008578,109380,2026-02-07 05:17:00,delivery,high,closed,24.8
8008579,106105,2025-09-09 09:49:00,account,normal,closed,9.4
8008580,109090,2025-07-29 00:47:00,account,low,resolved,12.7
8008581,109092,2025-02-21 16:14:00,product,high,closed,3.7
8008582,106246,2026-01-10 14:37:00,account,normal,closed,4.6
8008583,103398,2025-05-23 06:40:00,account,normal,resolved,4.7
8008584,107719,2026-02-28 16:27:00,product,normal,resolved,13.7
8008585,105615,2025-01-31 07:08:00,delivery,normal,resolved,17.6
8008586,105896,2026-01-25 09:34:00,payment,low,resolved,15.1
8008587,105717,2025-09-24 22:03:00,product,normal,resolved,11.1
8008588,103863,2026-06-06 12:57:00,payment,low,closed,2.9
8008589,103543,2025-06-05 01:05:00,return,low,in_progress,
8008590,107044,2025-04-10 05:29:00,payment,normal,closed,4.0
8008591,101860,2025-08-03 21:02:00,product,normal,closed,6.3
8008592,109507,2025-07-01 21:39:00,payment,normal,resolved,6.6
8008593,105438,2025-04-23 09:39:00,delivery,low,closed,15.5
8008594,108764,2025-06-10 04:47:00,return,normal,resolved,3.5
8008595,105750,2026-05-02 17:16:00,account,normal,resolved,6.4
8008596,102031,2026-01-20 00:36:00,account,low,open,
8008597,102218,2025-01-06 23:21:00,product,normal,resolved,2.9
8008598,106961,2026-04-15 08:42:00,delivery,low,closed,6.4
8008599,102066,2025-10-04 08:45:00,product,low,closed,11.7
8008600,107958,2026-01-25 02:16:00,product,normal,resolved,7.8
8008601,108579,2026-05-20 01:00:00,product,normal,resolved,3.6
8008602,101158,2026-01-09 17:13:00,product,high,open,
8008603,104152,2025-11-02 13:38:00,product,low,in_progress,
8008604,100318,2025-09-16 14:04:00,delivery,normal,closed,1.9
8008605,101537,2026-04-17 14:44:00,account,normal,resolved,4.0
8008606,107304,2025-01-19 10:49:00,delivery,low,resolved,3.8
8008607,101419,2026-06-14 10:17:00,account,urgent,resolved,7.9
8008608,108761,2026-01-21 04:48:00,return,normal,resolved,4.2
8008609,104627,2025-05-29 06:33:00,payment,normal,closed,18.1
8008610,101293,2025-08-20 08:39:00,payment,low,resolved,9.7
8008611,103274,2025-01-08 16:38:00,delivery,high,closed,12.7
8008612,100519,2025-12-16 23:16:00,payment,low,closed,17.2
8008613,103713,2025-11-12 06:47:00,product,normal,resolved,3.7
8008614,106611,2025-01-11 19:26:00,return,normal,resolved,4.9
8008615,101180,2026-05-09 15:41:00,product,low,resolved,4.9
8008616,103901,2026-05-30 19:15:00,delivery,normal,closed,7.4
8008617,107268,2025-11-13 10:31:00,product,normal,in_progress,
8008618,102870,2025-04-29 09:13:00,product,normal,resolved,16.1
8008619,106991,2025-10-07 09:56:00,account,normal,closed,10.1
8008620,100775,2025-10-22 07:09:00,delivery,normal,resolved,8.8
8008621,108593,2025-01-03 19:07:00,account,low,closed,34.4
8008622,101335,2026-05-16 20:51:00,product,low,closed,10.6
8008623,100058,2026-04-26 16:41:00,account,high,closed,5.7
8008624,107708,2025-10-25 21:52:00,product,low,closed,2.5
8008625,102984,2025-04-10 06:22:00,delivery,normal,resolved,14.2
8008626,107800,2026-02-25 20:10:00,account,low,resolved,5.3
8008627,106824,2025-12-10 16:00:00,delivery,high,resolved,2.6
8008628,107450,2026-03-07 16:16:00,return,normal,resolved,7.8
8008629,103546,2026-01-02 00:42:00,delivery,normal,in_progress,
8008630,103470,2026-02-21 03:50:00,delivery,high,closed,11.5
8008631,106299,2026-01-17 13:09:00,payment,normal,closed,21.4
8008632,100602,2025-02-10 19:37:00,delivery,low,resolved,14.2
8008633,102860,2025-05-10 17:22:00,product,normal,closed,20.8
8008634,103348,2025-01-18 19:01:00,account,normal,in_progress,
8008635,103174,2026-01-30 03:29:00,return,low,resolved,12.5
8008636,105735,2025-03-25 01:05:00,product,normal,closed,14.2
8008637,106191,2025-06-20 11:30:00,payment,normal,resolved,10.9
8008638,107078,2025-01-05 21:52:00,return,urgent,resolved,5.0
8008639,104113,2025-01-16 19:42:00,product,normal,resolved,6.1
8008640,106453,2025-07-06 08:13:00,delivery,high,open,
8008641,106947,2026-05-21 19:06:00,payment,high,closed,25.4
8008642,104988,2025-02-22 19:05:00,account,normal,resolved,16.4
8008643,106917,2025-02-19 21:36:00,return,high,resolved,6.7
8008644,102328,2026-03-08 23:41:00,return,low,resolved,19.3
8008645,108258,2026-03-21 21:35:00,account,urgent,closed,14.6
8008646,103067,2026-02-03 13:00:00,payment,normal,resolved,34.3
8008647,106341,2025-01-17 08:39:00,product,low,resolved,6.2
8008648,103230,2025-05-03 13:57:00,delivery,normal,in_progress,
8008649,109730,2025-06-15 13:04:00,account,low,in_progress,
8008650,101911,2025-04-20 13:16:00,delivery,low,closed,15.2
8008651,105273,2026-05-05 17:18:00,return,normal,closed,14.1
8008652,100502,2026-04-21 14:19:00,account,low,resolved,6.5
8008653,102297,2026-03-05 15:38:00,return,normal,resolved,5.2
8008654,103686,2026-03-19 11:06:00,delivery,normal,closed,3.3
8008655,106247,2025-08-15 03:18:00,delivery,normal,in_progress,
8008656,103986,2026-04-22 13:06:00,delivery,normal,open,
8008657,103466,2025-07-10 22:42:00,payment,normal,resolved,6.7
8008658,106922,2025-10-17 11:32:00,account,normal,resolved,3.4
8008659,107462,2025-08-27 07:14:00,product,low,resolved,3.6
8008660,105306,2025-09-27 11:47:00,delivery,high,closed,3.0
8008661,103753,2026-02-28 21:54:00,return,low,resolved,34.2
8008662,108801,2025-06-01 02:53:00,payment,low,closed,3.8
8008663,107394,2025-05-19 19:17:00,account,normal,resolved,29.1
8008664,100188,2026-03-31 14:11:00,return,normal,resolved,12.0
8008665,105606,2025-05-05 20:44:00,delivery,low,resolved,9.1
8008666,101450,2025-04-25 17:03:00,payment,low,resolved,20.4
8008667,106814,2025-04-13 20:37:00,account,normal,in_progress,
8008668,104211,2025-12-26 13:12:00,product,urgent,closed,6.1
8008669,107297,2025-09-27 05:23:00,delivery,normal,resolved,4.8
8008670,109000,2025-08-02 16:43:00,payment,normal,open,
8008671,109299,2026-04-04 09:15:00,account,normal,resolved,5.3
8008672,102178,2025-07-02 09:33:00,delivery,normal,closed,14.3
8008673,107715,2026-01-15 22:31:00,payment,low,closed,12.9
8008674,103721,2026-04-07 12:07:00,payment,normal,resolved,9.6
8008675,107492,2025-06-16 07:30:00,delivery,low,resolved,25.9
8008676,101314,2025-06-07 01:13:00,return,high,resolved,34.0
8008677,105276,2026-02-15 20:17:00,payment,normal,resolved,4.9
8008678,102564,2025-02-27 19:19:00,payment,low,resolved,8.6
8008679,108614,2026-06-01 09:17:00,payment,normal,resolved,38.3
8008680,107108,2026-05-04 21:43:00,delivery,high,resolved,14.4
8008681,103364,2026-04-07 10:44:00,delivery,high,resolved,4.3
8008682,107842,2025-08-13 05:32:00,account,high,in_progress,
8008683,104040,2025-05-04 23:01:00,return,high,closed,9.7
8008684,108878,2025-10-27 04:37:00,payment,high,closed,3.0
8008685,100912,2025-07-25 19:55:00,account,normal,resolved,8.1
8008686,102757,2025-01-22 20:19:00,return,high,resolved,3.5
8008687,103798,2025-04-04 19:57:00,product,normal,closed,19.3
8008688,100580,2026-04-01 02:22:00,payment,low,resolved,5.4
8008689,100385,2025-05-22 05:35:00,delivery,high,resolved,14.1
8008690,108050,2025-06-16 12:03:00,return,low,resolved,5.8
8008691,108449,2025-11-02 11:17:00,delivery,low,resolved,11.8
8008692,109377,2025-12-16 21:14:00,delivery,low,in_progress,
8008693,101055,2025-04-15 01:03:00,account,high,closed,9.0
8008694,108088,2025-09-10 17:03:00,product,low,resolved,9.1
8008695,107832,2025-04-18 08:05:00,product,low,closed,18.3
8008696,105639,2025-11-25 20:57:00,account,high,resolved,11.6
8008697,106020,2025-01-24 20:31:00,delivery,normal,resolved,6.3
8008698,103891,2025-08-07 11:05:00,account,low,resolved,27.7
8008699,107315,2025-04-23 15:18:00,return,low,closed,16.0
8008700,105313,2026-03-19 18:13:00,payment,normal,open,
8008701,102266,2026-03-25 20:55:00,return,low,resolved,6.1
8008702,102282,2025-04-03 07:53:00,delivery,high,closed,18.1
8008703,102160,2026-06-05 09:02:00,product,normal,closed,25.7
8008704,108681,2025-09-26 12:04:00,payment,normal,closed,13.3
8008705,109806,2026-03-26 04:29:00,account,high,closed,15.5
8008706,104654,2026-01-24 19:53:00,product,low,closed,3.0
8008707,109268,2025-06-19 06:06:00,return,normal,in_progress,
8008708,104076,2025-09-16 05:53:00,delivery,normal,in_progress,
8008709,100371,2025-11-11 00:10:00,delivery,high,closed,5.7
8008710,108465,2025-01-08 23:54:00,return,normal,resolved,4.9
8008711,101971,2025-02-09 03:46:00,product,normal,closed,9.8
8008712,108457,2025-02-18 16:23:00,product,normal,resolved,18.8
8008713,103496,2025-07-04 19:02:00,return,low,closed,4.6
8008714,102839,2025-05-04 18:47:00,payment,normal,in_progress,
8008715,101666,2026-02-15 16:48:00,payment,high,closed,7.2
8008716,106015,2026-06-19 09:21:00,delivery,high,closed,25.4
8008717,101469,2026-01-03 18:23:00,return,normal,resolved,18.8
8008718,104686,2025-03-22 16:53:00,delivery,low,resolved,16.7
8008719,104032,2025-10-23 09:03:00,delivery,low,closed,10.9
8008720,103744,2025-06-19 12:57:00,account,low,resolved,10.1
8008721,101666,2026-04-25 01:33:00,payment,high,in_progress,
8008722,104791,2026-03-11 14:50:00,payment,normal,resolved,4.8
8008723,109902,2025-01-16 20:48:00,delivery,low,closed,59.1
8008724,100202,2025-09-11 14:06:00,delivery,normal,closed,9.0
8008725,107711,2025-11-24 23:07:00,product,normal,resolved,21.8
8008726,105164,2025-12-11 03:21:00,account,high,resolved,14.0
8008727,101531,2025-01-28 11:24:00,return,high,in_progress,
8008728,104160,2025-08-20 23:01:00,payment,normal,open,
8008729,101176,2025-02-08 23:47:00,delivery,high,resolved,7.5
8008730,105747,2026-05-08 11:30:00,product,normal,resolved,6.8
8008731,102068,2025-07-30 22:31:00,delivery,low,closed,3.0
8008732,106742,2025-05-23 18:17:00,return,low,resolved,9.6
8008733,102507,2026-05-31 12:27:00,return,urgent,closed,10.1
8008734,103025,2026-06-29 13:57:00,product,low,closed,6.6
8008735,100362,2025-04-15 06:25:00,delivery,high,closed,8.1
8008736,103831,2025-02-28 07:57:00,account,high,resolved,51.3
8008737,101178,2025-08-15 17:15:00,delivery,low,resolved,34.8
8008738,103122,2025-07-31 22:16:00,account,low,resolved,5.1
8008739,100016,2025-07-19 17:22:00,product,normal,resolved,12.4
8008740,106549,2026-02-03 19:33:00,account,urgent,resolved,8.5
8008741,101818,2025-03-19 10:06:00,account,normal,in_progress,
8008742,102497,2026-06-11 23:36:00,return,normal,resolved,4.2
8008743,106159,2025-09-30 17:53:00,payment,normal,closed,5.2
8008744,106355,2025-05-03 12:06:00,account,low,open,
8008745,100581,2025-07-21 03:44:00,delivery,high,closed,8.8
8008746,102533,2025-11-20 20:18:00,return,normal,open,
8008747,102510,2026-05-14 00:10:00,product,low,resolved,5.1
8008748,105463,2026-01-04 22:26:00,account,normal,closed,47.8
8008749,100662,2025-01-15 04:11:00,return,low,closed,8.7
8008750,101170,2026-05-06 13:01:00,product,low,closed,4.5
8008751,100109,2026-02-06 19:46:00,payment,low,resolved,12.2
8008752,107975,2025-01-29 11:46:00,delivery,normal,resolved,17.8
8008753,106541,2026-03-08 15:13:00,account,normal,resolved,14.4
8008754,106299,2025-11-21 13:14:00,account,low,resolved,5.7
8008755,108192,2025-01-17 14:07:00,payment,normal,resolved,7.4
8008756,109153,2025-04-30 09:50:00,payment,low,open,
8008757,105803,2025-07-17 18:23:00,delivery,high,resolved,4.8
8008758,107709,2026-06-28 14:18:00,return,high,resolved,4.4
8008759,108801,2025-11-19 21:26:00,payment,normal,resolved,18.2
8008760,107457,2025-09-17 21:04:00,account,normal,closed,8.2
8008761,109021,2025-07-11 20:51:00,payment,high,resolved,8.8
8008762,104843,2026-04-16 12:55:00,return,normal,resolved,6.4
8008763,109272,2025-06-29 04:07:00,account,low,resolved,3.4
8008764,108081,2025-01-11 09:10:00,return,high,resolved,3.7
8008765,107760,2026-04-11 09:43:00,delivery,normal,closed,17.0
8008766,109919,2025-01-14 10:23:00,product,low,open,
8008767,105226,2026-01-21 02:09:00,delivery,normal,resolved,5.3
8008768,104563,2025-05-17 18:31:00,payment,low,open,
8008769,108359,2026-04-11 02:54:00,payment,low,closed,11.3
8008770,106986,2026-04-23 08:04:00,product,low,in_progress,
8008771,105992,2026-04-30 02:19:00,account,low,closed,26.0
8008772,100519,2025-03-03 04:46:00,payment,normal,resolved,8.3
8008773,103603,2026-05-02 10:41:00,product,low,resolved,6.6
8008774,108455,2025-04-11 01:06:00,return,normal,closed,14.3
8008775,101425,2026-01-29 22:10:00,payment,high,closed,14.3
8008776,102768,2025-09-04 15:31:00,delivery,high,resolved,5.1
8008777,105749,2025-10-18 04:29:00,product,normal,in_progress,
8008778,101311,2025-03-07 00:40:00,return,low,resolved,9.5
8008779,109260,2026-02-12 23:25:00,payment,low,resolved,7.1
8008780,109682,2026-05-03 17:12:00,return,normal,resolved,30.8
8008781,109820,2026-02-27 21:52:00,product,normal,closed,3.2
8008782,109811,2026-02-24 05:14:00,payment,high,resolved,11.9
8008783,100703,2025-07-28 02:20:00,account,normal,resolved,9.4
8008784,105544,2025-05-02 08:30:00,delivery,low,resolved,20.2
8008785,105224,2026-01-18 01:36:00,account,low,resolved,5.2
8008786,107204,2025-04-03 21:37:00,delivery,low,resolved,8.4
8008787,108389,2025-06-02 05:26:00,delivery,low,open,
8008788,103964,2025-07-18 04:49:00,account,low,resolved,17.9
8008789,104452,2025-06-17 21:45:00,delivery,high,resolved,2.5
8008790,102497,2026-04-04 00:59:00,product,normal,closed,8.9
8008791,101768,2026-03-05 16:24:00,product,low,resolved,3.0
8008792,108729,2025-01-22 13:22:00,delivery,low,closed,5.5
8008793,108408,2025-01-10 22:00:00,account,low,in_progress,
8008794,101775,2025-04-25 13:39:00,account,normal,closed,16.2
8008795,104540,2026-05-23 01:19:00,payment,low,closed,20.3
8008796,101661,2026-06-26 16:30:00,return,low,closed,18.3
8008797,107475,2026-02-06 05:04:00,account,low,resolved,21.1
8008798,107878,2025-01-24 19:04:00,return,normal,closed,10.9
8008799,105814,2025-12-08 10:06:00,account,low,resolved,8.3
8008800,106598,2025-05-07 18:41:00,payment,low,resolved,10.6
8008801,107901,2025-05-03 03:25:00,product,normal,resolved,6.1
8008802,106390,2025-10-09 22:35:00,delivery,high,in_progress,
8008803,100405,2025-03-11 01:23:00,delivery,normal,resolved,6.0
8008804,103094,2025-05-28 22:25:00,product,low,closed,6.2
8008805,104696,2026-04-21 22:29:00,product,low,resolved,3.8
8008806,106571,2025-07-06 11:02:00,return,low,resolved,13.5
8008807,107710,2026-01-21 08:56:00,payment,normal,resolved,2.8
8008808,103998,2026-05-09 21:47:00,account,low,resolved,26.9
8008809,106554,2026-05-12 21:14:00,return,normal,resolved,10.6
8008810,101794,2025-10-09 21:17:00,product,normal,closed,12.5
8008811,104053,2025-02-24 00:48:00,delivery,normal,in_progress,
8008812,107575,2026-01-27 15:54:00,delivery,normal,closed,40.9
8008813,109479,2026-06-07 14:09:00,account,normal,closed,33.8
8008814,103488,2025-01-14 13:24:00,delivery,normal,closed,10.0
8008815,109135,2026-03-14 00:48:00,delivery,low,open,
8008816,102727,2026-02-01 23:20:00,product,urgent,closed,17.5
8008817,101020,2026-01-27 14:12:00,product,high,in_progress,
8008818,103622,2026-02-09 01:47:00,return,low,closed,16.5
8008819,103474,2025-05-29 11:17:00,account,urgent,closed,9.6
